name,gender,age,job,province,point
สิริลัดดา พรรษาสกุล,เพศหญิง,50,นักหนังสือพิมพ์,จังหวัดแม่ฮ่องสอน,12528
อัญชิษฐา แจ้งสว่าง,เพศหญิง,24,โฆษก,จังหวัดเพชรบูรณ์,11377
สีหราช เดชคุ้ม,เพศชาย,41,นักพากย์,จังหวัดปราจีนบุรี,13415
จีราภรณ์ นรวิทย์โชติกุล,เพศหญิง,55,นักสังคมศาสตร์,จังหวัดนครราชสีมา,5303
ทัตธน สาระพันธ์,เพศชาย,24,ช่างทำผม,จังหวัดราชบุรี,26122
สุกฤษตา สันตะวงศ์,เพศหญิง,24,จ๊อกกี้,จังหวัดสมุทรปราการ,1265
ประวี ตราชู,เพศชาย,48,นักประวัติศาสตร์,จังหวัดกรุงเทพ,1402
วรศาสส์ ทรัพย์สาร,เพศชาย,34,นักการกุศล,จังหวัดปัตตานี,6030
จิรวิทย์ ทองปากน้ำ,เพศชาย,56,นักประวัติศาสตร์,จังหวัดนครนายก,11320
เพ็ญพรรษา วุฑฒยากร,เพศหญิง,26,นักภาษาศาสตร์,จังหวัดสมุทรสงคราม,5405
อาแอเสาะ คณานุรักษ์,เพศหญิง,28,นักชีววิทยา,จังหวัดบุรีรัมย์,7471
คำปลิว นกทอง,เพศชาย,38,นักสืบ,จังหวัดมุกดาหาร,3498
เอนกพงศ์ แนวพนิช,เพศชาย,56,อัยการ,จังหวัดสมุทรสงคราม,3189
วณัฐดา ดิสกะประกาย,เพศหญิง,55,บรรณารักษ์,จังหวัดนครปฐม,13416
อาแอเสาะ นานายน,เพศหญิง,42,นักชีววิทยา,จังหวัดบุรีรัมย์,11812
สมมล ถมังรักษสัตว์,เพศหญิง,20,นักกฎหมาย,จังหวัดอุตรดิตถ์,9238
รักชนก นาคสุทิน,เพศหญิง,37,นักประชาสัมพันธ์,จังหวัดร้อยเอ็ด,24716
นรีรัตน์ ไชยภา,เพศหญิง,44,นักชีววิทยา,จังหวัดสระบุรี,22877
นรีกานต์ งามพิเชษฐ์,เพศหญิง,42,บรรณาธิการ,จังหวัดพิจิตร,22285
ศรีสวัสดิ์ เวียงจันทึก,เพศชาย,48,ทหารบก,จังหวัดพระนครศรีอยุธยา,10550
จันทภา ไทยสุชาต,เพศหญิง,25,นักแปล,จังหวัดอ่างทอง,20341
ฉลองชัย บุญญาไลย์,เพศชาย,53,ผู้กำกับ,จังหวัดปราจีนบุรี,13069
ประภัทร์สรณ์ วาทา,เพศหญิง,53,นางแบบ,จังหวัดระยอง,606
ฐิติกุล ปานสุวรรณ,เพศหญิง,20,นักสิทธิมนุษยชน,จังหวัดชุมพร,3770
ธีราทัต ฉายแสง,เพศชาย,20,นักสิทธิมนุษยชน,จังหวัดอุทัยธานี,24365
ขอดิเยาะ ศรีเผด็จ,เพศหญิง,46,นักสำรวจ,จังหวัดกาญจนบุรี,1085
มลิวรรณ ชุมวระ,เพศหญิง,33,มัคคุเทศก์,จังหวัดนราธิวาส,14419
วิรชัย ทองอยู่,เพศชาย,37,นักภาษาศาสตร์,จังหวัดชัยภูมิ,961
สุมัชญา อัตตนาถ,เพศหญิง,38,นักชีววิทยา,จังหวัดจันทบุรี,13008
ศุภกรชนา นุตตาร,เพศหญิง,35,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดยะลา,16222
ฌาฆีภัตฐ์ เพียยา,เพศชาย,34,นักคณิตศาสตร์,จังหวัดนครนายก,8429
สิราพร ดีตพันธุ์,เพศหญิง,32,อัยการ,จังหวัดชัยนาท,25997
สิทธิชัย ตั้งรบ,เพศชาย,51,โฆษก,จังหวัดพังงา,10729
ภานิณี ตันเผ่า,เพศหญิง,48,ข้าราชการ,จังหวัดยโสธร,2929
ขวัญรุ้ง ไม้แดง,เพศชาย,58,นักโบราณคดี,จังหวัดกาญจนบุรี,6526
รมิตา ตัณฑนุช,เพศหญิง,35,นักประวัติศาสตร์,จังหวัดกรุงเทพมหานคร,22472
วนาลี ถนัดภาษา,เพศหญิง,21,นักสำรวจ,จังหวัดอำนาจเจริญ,20143
ธัญญกัญญา ยาปะโลหิต,เพศหญิง,52,นักสังคมสงเคราะห์,จังหวัดนครปฐม,15121
ภูมิปัญญา ทองปากน้ำ,เพศชาย,43,นักเศรษฐศาสตร์,จังหวัดราชบุรี,11745
บุญทิวา ถนัดการยนต์,เพศหญิง,43,นักเคลื่อนไหว,จังหวัดเลย,872
จิฬาภรณ์ ยาปะโลหิต,เพศหญิง,32,นายแบบ,จังหวัดพระนครศรีอยุธยา,1289
กันตวรรณ ธัญเสถียร,เพศหญิง,26,นักแต่งเพลง,จังหวัดชัยนาท,18444
วีร์สุดา ตั้งรบ,เพศหญิง,39,ค้าขาย,จังหวัดกทม.,21978
ดวงสมร เช้าวันดี,เพศหญิง,31,พิธีกร,จังหวัดพิษณุโลก,18438
จิรวิทย์ ดุษฎีวนิช,เพศชาย,44,นักกฎหมาย,จังหวัดอุดรธานี,8212
นพวรรณ นาควงษ์,เพศหญิง,54,นักโบราณคดี,จังหวัดบึงกาฬ,5802
สโรชา ดาบเงิน,เพศหญิง,23,นักการทูต,จังหวัดสมุทรปราการ,18654
สุภาลินี ฉายแสง,เพศหญิง,27,นักชีววิทยา,จังหวัดระนอง,18129
ยุภา ทวีเดช,เพศหญิง,32,นักวาดการ์ตูน,จังหวัดนราธิวาส,1959
สุพัตรา นิษประปัญจ์,เพศหญิง,55,นักสืบ,จังหวัดพิจิตร,23055
จณิสตา น้ำทิพย์,เพศหญิง,48,นักการกุศล,จังหวัดกรุงเทพ,24134
วรรณกร นาคพันธุ์,เพศหญิง,52,นักกฎหมาย,จังหวัดนครสวรรค์,17406
ด.ช.สุพนธ์ ปานสุวรรณ,เพศชาย,46,เภสัชกร,จังหวัดสตูล,24774
วสิตา ศรีตะวัน,เพศหญิง,56,แพทย์,จังหวัดมหาสารคาม,19003
ธีริสรา ทองประดิฐ,เพศหญิง,40,นักภาษาศาสตร์,จังหวัดราชบุรี,10239
บุญเทียน นุตตาร,เพศหญิง,58,นักเศรษฐศาสตร์,จังหวัดจันทบุรี,21750
พิศพรรณ บุญส่ง,เพศหญิง,42,โฆษก,จังหวัดสระบุรี,8068
ปัณณวัชร แต้กุล,เพศชาย,20,นักจิตวิทยา,จังหวัดพระนครศรีอยุธยา,13131
ภควัฒน์ อัตตนาถ,เพศชาย,38,นักกีฬา,จังหวัดสุพรรณบุรี,24189
ทิมาภรณ์ มิ่งขวัญ,เพศหญิง,32,อาจารย์,จังหวัดปราจีนบุรี,15860
พันเกล้า ศิวะวรเวท,เพศหญิง,24,นักเศรษฐศาสตร์,จังหวัดนนทบุรี,4916
รมิตา ถนัดหัตถกรรม,เพศหญิง,57,สถาปนิก,จังหวัดระนอง,3311
จิตรลดา ดีตพันธุ์,เพศหญิง,22,จ๊อกกี้,จังหวัดสงขลา,11974
อนิวัฒน์ ศรีตะวัน,เพศชาย,44,นายแบบ,จังหวัดนครศรีธรรมราช,17701
สมเกียรติ เณรานุสนธิ์,เพศชาย,27,พิธีกร,จังหวัดสงขลา,123
นภัสรินทร์ ติณรัตน์,เพศหญิง,27,โฆษก,จังหวัดประจวบคีรีขันธ์,21110
ไวพจน์ นะวะมันดร,เพศชาย,24,นักโภชนาการ,จังหวัดน่าน,16656
ลักษมี ศรีตะวัน,เพศหญิง,47,นักวิทยาศาสตร์,จังหวัดเชียงราย,13094
วณัฐดา ร่มธิติรัตน์,เพศหญิง,37,นักการกุศล,จังหวัดกทม.,25303
พิมพ์พิชญา ตรีครุธพันธุ์,เพศหญิง,22,ช่างทำเครื่องดนตรี,จังหวัดบึงกาฬ,8342
ปฐวีกานต์ ดุริยพันธุ์,เพศหญิง,45,นักภาษาศาสตร์,จังหวัดพิจิตร,1572
พิมพ์ประภา อุลหัสสา,เพศหญิง,28,นักแปล,จังหวัดร้อยเอ็ด,16009
อริสรา นิยมสำหรวจ,เพศหญิง,50,นักสืบ,จังหวัดนครสวรรค์,4740
เขมจิรา นรวิทย์โชติกุล,เพศหญิง,41,นักพากย์,จังหวัดฉะเชิงเทรา,11294
สุชิน ติระคมน์,เพศชาย,54,นักการทูต,จังหวัดสุโขทัย,15750
กิ่งแก้ว แน่นดุจป้อม,เพศหญิง,30,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดชัยนาท,24783
วรินทธิ์ธร ถนัดภาษา,เพศชาย,49,นักออกแบบ,จังหวัดศรีสะเกษ,24092
จณิสตา ฉัพพรรณธนกูร,เพศหญิง,31,บรรณารักษ์,จังหวัดพิษณุโลก,3672
จักรีรัตน์ ถมปัด,เพศหญิง,53,นักหนังสือพิมพ์,จังหวัดภูเก็ต,18614
เพ็ญยุภา แน่นดุจป้อม,เพศหญิง,40,นักสะสมศิลปะ,จังหวัดอำนาจเจริญ,3663
ญาณพันธุ์ ทัศนสุทธิ,เพศชาย,43,สถาปนิก,จังหวัดแม่ฮ่องสอน,13429
ศิริญา ติระคมน์,เพศหญิง,49,แพทย์,จังหวัดสุราษฎร์ธานี,6327
จริยฉัตร แก้วชลคราม,เพศหญิง,20,โปรแกรมเมอร์,จังหวัดสระแก้ว,8531
พิมพ์สุตา ทรัพย์ธำรงค์,เพศหญิง,58,นักมายากล,จังหวัดชลบุรี,19994
สหัสมณี ยะผา,เพศหญิง,30,โฆษก,จังหวัดฉะเชิงเทรา,6284
ภัคชัญญา ยาปะโลหิต,เพศหญิง,29,นักกฎหมาย,จังหวัดสมุทรปราการ,24287
อรพิณ ทองแท้,เพศหญิง,46,มัคคุเทศก์,จังหวัดเชียงใหม่,18240
มูฮำมัด ทวนทอง,เพศชาย,57,นักเศรษฐศาสตร์,จังหวัดกระบี่,12698
สิริรัตน์ นิลสลัว,เพศชาย,23,นักพากย์,จังหวัดตราด,5504
จรรยพร แนวพญา,เพศหญิง,22,นักสืบ,จังหวัดชัยนาท,24481
นารดา ทองลาภ,เพศหญิง,43,นักแต่งเพลง,จังหวัดบุรีรัมย์,25312
นพวรรณ ปรีชากุลเศรษฐ์,เพศหญิง,29,มัคคุเทศก์,จังหวัดสุพรรณบุรี,4035
กฤตพร นากกนก,เพศชาย,29,นักประวัติศาสตร์,จังหวัดชัยนาท,5268
ปริญญา เนตร์มณี,เพศหญิง,31,นักสืบ,จังหวัดสุรินทร์,9300
ประไพพักตร์ ทองสินธุ์,เพศหญิง,24,นักอนุรักษ์ธรรมชาติ,จังหวัดสงขลา,15637
ฐิติยาพร ทองสุกเลิศ,เพศหญิง,51,กวี,จังหวัดขอนแก่น,2088
ศจีกาญจน์ ไทไชโย,เพศหญิง,20,นักจิตวิทยา,จังหวัดแพร่,20969
พาดีล๊ะ นิยมธรรม,เพศหญิง,55,โปรแกรมเมอร์,จังหวัดสมุทรสาคร,5218
นิวิลดาน นามเสวตร,เพศหญิง,34,นักเคลื่อนไหว,จังหวัดพิจิตร,17102
มนัญชยา นักรบ,เพศหญิง,44,ผู้กำกับภาพยนตร์,จังหวัดบึงกาฬ,17176
อภิลักษณ์ บุตดา,เพศชาย,41,นักการเมือง,จังหวัดพังงา,15420
กองสิน ดำริห์ชอบ,เพศหญิง,27,นักเขียน,จังหวัดระนอง,238
หลักทรัพย์ เนตร์มณี,เพศชาย,47,นักการกุศล,จังหวัดพิจิตร,12348
กองสิน ขอหมั่นกลาง,เพศหญิง,37,ผู้กำกับละครโทรทัศน์,จังหวัดปทุมธานี,11390
ศศินา ทศโยธิน,เพศหญิง,41,นักดนตรี,จังหวัดตาก,85
ภูวัน ทวีเดช,เพศชาย,38,นักกฎหมาย,จังหวัดนครพนม,8148
นันทวรรณ ดุษฎีวนิช,เพศหญิง,53,อัยการ,จังหวัดชุมพร,8888
พิมพกานต์ ถนัดอาวุธ,เพศหญิง,43,ผู้กำกับละครโทรทัศน์,จังหวัดชุมพร,15995
วรรณนิสา นาถะเดชะ,เพศหญิง,26,บรรณาธิการ,จังหวัดน่าน,17571
ยศวัฒน์ นาคพันธุ์,เพศชาย,58,นักภาษาศาสตร์,จังหวัดลพบุรี,21913
สหัสมณี ศาสตร์ศิลป์,เพศหญิง,35,แพทย์,จังหวัดน่าน,1860
ศุภชัย บุณยะภาชน์,เพศชาย,34,วีเจ,จังหวัดนนทบุรี,11806
เนติลักษณ์ ฉัตรอภิเที่ยงค่ำ,เพศชาย,41,นักผจญภัย,จังหวัดนนทบุรี,16297
จณิตตา เยาวธนโชค,เพศหญิง,48,นักบินอวกาศ,จังหวัดสระบุรี,13240
ทิมาภรณ์ ถนัดรักษา,เพศหญิง,23,โฆษก,จังหวัดสกลนคร,24228
โอภาส เดชคุ้ม,เพศชาย,33,ผู้กำกับภาพยนตร์,จังหวัดกรุงเทพฯ,1101
ธาเอก เนื้อนุ่ม,เพศชาย,52,จิตรกร,จังหวัดปราจีนบุรี,17049
ศศิรินทร์ ธัญเสถียร,เพศหญิง,27,ทหารบก,จังหวัดตาก,23487
จณิตตา มนทอง,เพศหญิง,29,นักดาราศาสตร์,จังหวัดเพชรบุรี,8099
ราชพฤกษ์ ทองสินธุ์,เพศชาย,48,นักโภชนาการ,จังหวัดสระแก้ว,6182
อัญชัญ นิษประปัญจ์,เพศหญิง,56,นักธุรกิจ,จังหวัดระนอง,13492
ณัฐติญา ถมังรักษสัตว์,เพศหญิง,36,นักสะสมศิลปะ,จังหวัดพะเยา,4801
ลักษมี ถนัดพิมพการ,เพศหญิง,45,บรรณาธิการ,จังหวัดพะเยา,23479
หฤทัย จันทา,เพศหญิง,22,วิศวกร,จังหวัดลพบุรี,8490
สิทธิชัย บุญส่ง,เพศชาย,22,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดสระแก้ว,4425
สมหมาย นิลวิมล,เพศชาย,52,นักแต่งเพลง,จังหวัดลำปาง,2744
โยธิการ์ ธีวร,เพศหญิง,35,นักหนังสือพิมพ์,จังหวัดมุกดาหาร,25650
รอซีด๊ะ ถาวรรัตน,เพศหญิง,20,นักบิน,จังหวัดแม่ฮ่องสอน,23733
นาวีตา ทองสุกเลิศ,เพศหญิง,49,ค้าขาย,จังหวัดสตูล,9065
วรนาฎ บุตราช,เพศหญิง,21,นักการเมือง,จังหวัดมหาสารคาม,13657
ศุภชัย แก้วอยู่,เพศชาย,49,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดนนทบุรี,10200
จุฑารัตน์ พานเกล้า,เพศหญิง,27,ช่างทำเครื่องดนตรี,จังหวัดเชียงราย,17925
บุญญามี ฉัตรอภิเที่ยงค่ำ,เพศชาย,39,สถาปนิก,จังหวัดสุรินทร์,25816
สรรเพชญ์ ทวนไชย์,เพศชาย,50,นักมายากล,จังหวัดสมุทรสงคราม,17021
กุลปรียา ตวันเยี่ยม,เพศหญิง,58,ศิลปิน,จังหวัดสกลนคร,20635
มะลีวัลย์ วิลาสินี,เพศหญิง,45,นักสังคมสงเคราะห์,จังหวัดสกลนคร,22896
ฟิรยา ศาสตร์ศิลป์,เพศหญิง,43,วีเจ,จังหวัดกรุงเทพฯ,24470
จรรยพร ศรีวงค์,เพศหญิง,29,นักปรัชญา,จังหวัดสมุทรปราการ,8517
จด นวลเพ็ง,เพศชาย,30,ทนายความ,จังหวัดแม่ฮ่องสอน,85
พันเทพ ถนัดรบ,เพศชาย,50,จ๊อกกี้,จังหวัดเชียงใหม่,19595
นภัสรินทร์ อุ่นอก,เพศหญิง,36,โฆษก,จังหวัดสตูล,10816
จำรัส นามขำ,เพศชาย,45,นักสัตววิทยา,จังหวัดนครพนม,8239
ฟิรยา ดาบเงิน,เพศหญิง,45,นักภาษาศาสตร์,จังหวัดกทม.,667
เจษฎากร ทองสุกเลิศ,เพศชาย,20,นักคณิตศาสตร์,จังหวัดมหาสารคาม,9147
นันทวุฒิ เณรานุสนธิ์,เพศชาย,57,นักแปล,จังหวัดแพร่,13510
ใจกลาง ทองลาภ,เพศชาย,43,สถาปนิก,จังหวัดระยอง,5502
ประวี ติระคมน์,เพศชาย,22,พิธีกร,จังหวัดสุรินทร์,10521
จิตตานันท์ ถนัดเดินข่าว,เพศหญิง,23,นักสะสมศิลปะ,จังหวัดนราธิวาส,11691
อรพิณ ทองแท้,เพศหญิง,47,นักถ่ายภาพ,จังหวัดตราด,4996
วรรณนิสา ด้วงโสน,เพศหญิง,45,ผู้จัดพิมพ์,จังหวัดพัทลุง,14763
คำปลิว นากกนก,เพศชาย,42,นักโภชนาการ,จังหวัดลำพูน,5207
ศภัคชคง นาถะพินธุ,เพศชาย,39,นักดนตรี,จังหวัดสมุทรปราการ,12288
สุพัตร ธรรมนิยม,เพศหญิง,55,นักจัดรายการวิทยุ,จังหวัดนนทบุรี,13071
ยุศรอน ถนัดภาษา,เพศชาย,23,นักชีววิทยา,จังหวัดพังงา,15229
นรีกานต์ ทวนไชย์,เพศหญิง,41,นักคณิตศาสตร์,จังหวัดสระบุรี,5512
สินสมุทร งามพิเชษฐ์,เพศชาย,39,นักสัตววิทยา,จังหวัดพะเยา,20355
พรชีวิน แนวพญา,เพศหญิง,26,นักสะสมศิลปะ,จังหวัดตราด,22139
อลิษา นิลสลัว,เพศหญิง,30,นางแบบ,จังหวัดปราจีนบุรี,1964
บุญทิวา ตรีเภรินทร์,เพศหญิง,50,เจ้าหน้าที่รัฐบาล,จังหวัดสุรินทร์,15037
มนัญชยา นากกนก,เพศหญิง,46,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดตราด,13907
ปิยนุช ทองสุกเลิศ,เพศหญิง,50,นักประวัติศาสตร์,จังหวัดสตูล,7709
พุทธ นกทอง,เพศชาย,37,นักเขียน,จังหวัดชุมพร,9814
นุจรี ทันยุค,เพศหญิง,49,นักกฎหมาย,จังหวัดเพชรบูรณ์,11268
อุลัยพร นะวะมันดร,เพศหญิง,37,นักสังคมวิทยา,จังหวัดสมุทรปราการ,21952
ณปภัช ถนอมพลกรัง,เพศชาย,23,นักพจนานุกรม,จังหวัดนครพนม,25635
วรรณาต ตั้งกุลงาม,เพศหญิง,32,จิตรกร,จังหวัดพิจิตร,2426
แกมแพร ดาตู,เพศหญิง,55,บรรณารักษ์,จังหวัดระยอง,2123
มารีนี หนักแน่น,เพศหญิง,30,เภสัชกร,จังหวัดมหาสารคาม,6935
เยาวรัตน์ บุตดา,เพศหญิง,35,นักการทูต,จังหวัดบึงกาฬ,10612
นิติ บุนยะตีรณะ,เพศชาย,51,ผู้กำกับ,จังหวัดชัยภูมิ,17107
กนกเนตร ตันยา,เพศหญิง,53,แพทย์,จังหวัดสุราษฎร์ธานี,23809
ฐิตาพร ดาตู,เพศหญิง,56,แพทย์,จังหวัดเพชรบุรี,18720
สุธาวี วาทา,เพศหญิง,59,จ๊อกกี้,จังหวัดมุกดาหาร,11316
ชิดชนก ไสยกิจ,เพศหญิง,23,นักบวช,จังหวัดลพบุรี,13164
เมทนี ธัญาโภชน์,เพศหญิง,37,เจ้าหน้าที่รัฐบาล,จังหวัดอุทัยธานี,8994
สุรการณ์ ตั้งเผ่า,เพศหญิง,38,นักประวัติศาสตร์,จังหวัดสงขลา,25064
ปัณณธร วิลาสินี,เพศหญิง,20,นักพากย์,จังหวัดนครนายก,22583
เชิงชาย ถะเกิงชศ,เพศชาย,46,อัยการ,จังหวัดหนองคาย,18355
อำพร เลิศกิ่ง,เพศหญิง,29,นักถ่ายภาพ,จังหวัดพิจิตร,12489
ทรรศนชัย นามขำ,เพศชาย,47,นักดาราศาสตร์,จังหวัดยะลา,506
ประเสริฐ นิยมธรรม,เพศชาย,39,นายแบบ,จังหวัดนครสวรรค์,7822
ปรายกานต์ เดชคุ้ม,เพศชาย,42,นักดาราศาสตร์,จังหวัดสมุทรสงคราม,17285
นันทวรรณ ดุริยพันธุ์,เพศหญิง,50,นักสังคมสงเคราะห์,จังหวัดนครศรีธรรมราช,2793
อำไพ ประจันตะเสน,เพศหญิง,42,นักโบราณคดี,จังหวัดพังงา,17432
เมษา นุ่มกัน,เพศหญิง,26,นักการทูต,จังหวัดชัยภูมิ,18325
ณัฐธิตา ตรีครุธพันธุ์,เพศหญิง,45,นักโบราณคดี,จังหวัดเชียงราย,19585
ปริญญา ทัศนสุทธิ,เพศหญิง,41,นักคณิตศาสตร์,จังหวัดกทม.,3346
จักรชัย ดาบเงิน,เพศชาย,38,นักชีววิทยา,จังหวัดสระบุรี,16697
มูฮำมัด ธรรมสถิตไพศาล,เพศชาย,26,โปรแกรมเมอร์,จังหวัดระนอง,6197
ธารา ถนิมมาศ,เพศชาย,49,บรรณาธิการ,จังหวัดจันทบุรี,17263
ถนอมชัย สันตะวงศ์,เพศชาย,51,ทหารบก,จังหวัดบึงกาฬ,18684
วันฉัตร ดุษฎีวนิช,เพศชาย,22,ผู้กำกับภาพยนตร์,จังหวัดตรัง,19750
วรศาสส์ ติณรัตน์,เพศชาย,35,นักบวช,จังหวัดสระบุรี,12921
วรรณนิสา ดาวกระจาย,เพศหญิง,54,นักออกแบบ,จังหวัดนนทบุรี,22890
สิราพร ดัตพันธุ์,เพศหญิง,44,นักสิทธิมนุษยชน,จังหวัดอำนาจเจริญ,3041
วนาลี ตวันเยี่ยม,เพศหญิง,44,อาจารย์,จังหวัดแม่ฮ่องสอน,4903
ธมน ถนิมมาศ,เพศชาย,57,นักผจญภัย,จังหวัดนครปฐม,23574
เพชรมณี ยางสวย,เพศหญิง,38,อาจารย์,จังหวัดเพชรบูรณ์,14634
บุญพา นาคพันธุ์,เพศหญิง,42,พิธีกร,จังหวัดกรุงเทพ,18961
จิตรลดา แต้กุล,เพศหญิง,40,นักพจนานุกรม,จังหวัดราชบุรี,3496
จิราภรณ์ ตั้งกุลงาม,เพศหญิง,23,บรรณาธิการ,จังหวัดอุตรดิตถ์,19195
นิมุ ยะผา,เพศชาย,52,อาจารย์,จังหวัดนครศรีธรรมราช,6717
บุญนพ ศรีตะวัน,เพศชาย,49,นักดนตรี,จังหวัดเชียงใหม่,25293
เทียมศักดิ์ ธรรมทินนา,เพศชาย,21,นักปรัชญา,จังหวัดบึงกาฬ,15420
สหัสมณี ตัณฑนุช,เพศหญิง,41,นักสังคมสงเคราะห์,จังหวัดสุรินทร์,13112
ศิรินันท์ นิลสลัว,เพศหญิง,24,นักมายากล,จังหวัดกาฬสินธุ์,25788
อรจิรา หนักแน่น,เพศหญิง,21,นักสังคมสงเคราะห์,จังหวัดเชียงราย,4671
วรรณกร แถมธน,เพศหญิง,39,คนขับรถแท็กซี่,จังหวัดกาญจนบุรี,9258
วิสาร เนตร์มณี,เพศชาย,39,นักเขียน,จังหวัดลพบุรี,25167
รักชนก ซาซุม,เพศหญิง,54,จิตรกร,จังหวัดสมุทรปราการ,21716
เทพณรงค์ เนตร์มณี,เพศชาย,48,นักจัดรายการวิทยุ,จังหวัดชุมพร,5294
กวีฉัฏฐ ไทนิยม,เพศชาย,31,มัคคุเทศก์,จังหวัดเชียงใหม่,22118
เนตรฤดี ชุมวระ,เพศหญิง,31,กวี,จังหวัดแพร่,2152
อรจิรา บัวเผื่อน,เพศหญิง,55,นักมายากล,จังหวัดกรุงเทพมหานคร,5778
นิติ นุตตาร,เพศชาย,45,วีเจ,จังหวัดเชียงราย,22623
นัฐพล นาคสุทิน,เพศชาย,33,บรรณารักษ์,จังหวัดพิษณุโลก,10966
สุรนีย์ ธูปหอม,เพศหญิง,47,นักแสดง,จังหวัดสุรินทร์,12970
บุญเกิด นำธวัช,เพศชาย,51,ค้าขาย,จังหวัดกรุงเทพฯ,3093
ธาเอก ฉายแสง,เพศชาย,60,บรรณารักษ์,จังหวัดยะลา,5777
อาซือมะ ดิศดใน,เพศหญิง,23,นักบวช,จังหวัดเลย,7221
วรรณรัตน์ ตันตราจิณ,เพศหญิง,47,นักโบราณคดี,จังหวัดน่าน,2518
นัสรุน ฉายแสง,เพศชาย,29,นักประวัติศาสตร์,จังหวัดเพชรบูรณ์,19158
พิศพรรณ ธาราธร,เพศหญิง,36,นักจิตวิทยา,จังหวัดนครราชสีมา,16535
ภัทราวุธ ถมปัด,เพศหญิง,50,นักแต่งเพลง,จังหวัดเชียงราย,8683
อัษฏา ธูปหอม,เพศชาย,27,นักการเมือง,จังหวัดตราด,9424
กิติวัฒน์ ตวงทอง,เพศชาย,26,คนขับรถแท็กซี่,จังหวัดกรุงเทพ,6532
วรดาพร ศรีธนะเวทย์,เพศหญิง,43,ภัณฑารักษ์,จังหวัดยะลา,21325
บุญเกิด นิลสุวรรณ์,เพศชาย,38,นักพจนานุกรม,จังหวัดสุรินทร์,12896
ศดิศ ชำนาญวาด,เพศชาย,55,นักวิทยาศาสตร์,จังหวัดกระบี่,19882
ทองรัตน์ ถนัดพิมพการ,เพศชาย,24,นักปรัชญา,จังหวัดขอนแก่น,24912
จุฑาภรณ์ ทหารแท้,เพศหญิง,33,นักประดิษฐ์,จังหวัดกรุงเทพฯ,22320
นราวรรณ ไทนิยม,เพศหญิง,44,คนขับรถแท็กซี่,จังหวัดหนองคาย,12679
สิริกานต์ ธนูปกรณ์,เพศหญิง,40,ผู้จัดพิมพ์,จังหวัดตาก,11273
ทองรัตน์ ทองประดิฐ,เพศชาย,44,ค้าขาย,จังหวัดเชียงใหม่,10816
ณัฐพิชา พงศ์ฉบับนภา,เพศหญิง,38,นักหนังสือพิมพ์,จังหวัดอ่างทอง,1353
พีรพัฒน์ ไทนิยม,เพศชาย,58,นักหนังสือพิมพ์,จังหวัดตราด,14530
อำพร นำธวัช,เพศหญิง,58,โปรแกรมเมอร์,จังหวัดกรุงเทพมหานคร,14062
กิติชัย ทันยุค,เพศชาย,51,ผู้กำกับ,จังหวัดตาก,22114
วรรณกร ทรงโกมล,เพศหญิง,31,จ๊อกกี้,จังหวัดชัยนาท,13877
อาแอเสาะ เพียยา,เพศหญิง,59,นักการเมือง,จังหวัดนครปฐม,11524
ทิพรดา หนุนสุข,เพศหญิง,33,นักสะสมศิลปะ,จังหวัดกระบี่,20842
ขอดิเยาะ ตรีเภรินทร์,เพศหญิง,51,นักประดิษฐ์,จังหวัดอ่างทอง,15169
โกวิทย์ ทรัพย์ธำรงค์,เพศชาย,50,ผู้จัดพิมพ์,จังหวัดกระบี่,13007
โชติวุฒิ ตั้งเผ่า,เพศชาย,46,นักพากย์,จังหวัดยโสธร,2725
รชตกร ศรีตะวัน,เพศชาย,33,จิตรกร,จังหวัดกำแพงเพชร,15207
วรดาพร ทุมะบุตร์,เพศหญิง,36,นักเศรษฐศาสตร์,จังหวัดฉะเชิงเทรา,22554
ณัฐธิตา เจริญรัมย์,เพศหญิง,28,พิธีกร,จังหวัดประจวบคีรีขันธ์,17101
ณัฐติญา ตันเผ่า,เพศหญิง,45,นักกีฬา,จังหวัดภูเก็ต,9886
ผกาทิพย์ ทุมะบุตร์,เพศหญิง,35,ตำรวจ,จังหวัดพัทลุง,1830
พชรภรณ์ แต้กุล,เพศหญิง,33,นักมายากล,จังหวัดลพบุรี,12222
เกศรา ทับทิมไทย,เพศหญิง,52,นักเขียน,จังหวัดยะลา,19303
จันทภา นฤภัย,เพศหญิง,49,ตำรวจ,จังหวัดสระบุรี,23996
ไมล์ นามขำ,เพศชาย,39,นักพจนานุกรม,จังหวัดสุราษฎร์ธานี,9865
บุญเทียน ทรัพย์ธำรงค์,เพศหญิง,27,ผู้กำกับ,จังหวัดพัทลุง,10022
ณัฐศักดิ์ นิระหานี,เพศชาย,33,นักสิทธิมนุษยชน,จังหวัดขอนแก่น,15807
บุญญามี ทองอยู่,เพศชาย,57,นักเศรษฐศาสตร์,จังหวัดกาฬสินธุ์,3554
พิชญ์สินี กุมารบุญ,เพศหญิง,42,แพทย์,จังหวัดสิงห์บุรี,10991
จิณภัทตา ศรีวงค์,เพศหญิง,56,นักการศึกษา,จังหวัดมหาสารคาม,2766
